,Tweet,Class
7473,ضياع فرصة احتمال لإقامة معرض اكسبو دبي يعني خسارة الامارات الصهيونية لاكثر عشرات المليارات وبإمكان الجيش واللجان الشعبية اخضاع الامارات الص ية كذب جرب,negative
7474,والله وعد ليكون تسويق عالمي مش زي اكسبو دبي خسرنا خساره كبيره بالاستفاده,negative
7475,الحين معرض اكسبو دبي معرض للتراث الحرفيات؟ خسارة الملاين,negative
7476,العراق بكل مكان مخزينه مشارك احسن,negative
7477,يبغالك دباب وياله تلحق,negative
7478,فعلا جهاد ليته استمر كاملة,negative
7479,انا انتظر رحمة الموظف البرد ليه وانا دافعه ومخلصه حرام وفتي يضيع,negative
7480,وصلت ابي استلم السياره طلع ريحتها دخان والموظفين يصرفوني,negative
7481,انا اتوقع بيدخلون الجميع بدون تذاكر لان اساسا ماشي حجز كراسي مستحيل اكسبو يسكتون هالمهزله سعر تذكره مجانيه,negative
7482,بابا مشكلتي النفاذ مشكلتي تعطون شخص تذكرتين توصل تذاكر مجانيه ويبيعها برع بفلوس شو الية التوزيع الموجوده ليش التنظيم سيء لهاذي الدرجة وليش الفنانين بدون تذكره ميحد,negative
7483,سوء تنظيم الحفلات يستحق انكم تسون لجنه مو معقوله حدث بهالحجم يفشل هالجانب ال بدت هالخبصه ضروري تحلون الموضوع المنشن مابيعجبكم لمنوه,negative
7484,ماخذ هالتذاكر عالناس اله يعلم يبيعها يعطي ربعه يعطي شي وين المنظمين عنه شو هالمهزلة,negative
7485,خلاص خلصت التذاكر ويقولون زايدين كراسي داخل عشان جي شي تذاكر,negative
7486,تخبرون ميحد نبا چديم مب اغانية احين,negative
7487,اتفق ساحة الوصل بتوسع هالعد لحضور الحفل ميحد حمد شعبية كبيرة المفروض بالمسرح الكل يبغي يحضر شو الترتيب الحين,negative
7488,بتحصلين تذاكر بسعر طيب وبلا مذلة,negative
7489,بعدين يعني موضوع التذاكر,negative
7490,تذاكر كلهم مخلصين,negative
7491,التذاكر لكراسي فقط الوقوف الكل بتم واقف وحتا الي عنده تذكره ماوصل قبلها ساعات بنسحب وعلا تذكرته,negative
7492,بالموقع وفكونا حتا مب فري بيكون احسن,negative
7493,والتذاكر مب عساس توزع الساعه عيل ليش اجوف بنات عندي فسناب مصورين ماخذينها الصبح والي ناقعين الظهر شو,negative
7494,انا اشوف انهم يسونه القرية ينعاد الشتاء المكان ثري بالثقافات والاجنحة الجذابة ياليت يشيلون الاجنحة القزمة الي عندها صور وتماثيل مسوينها اطفال الروضة ويسون مطاعم بدالها,negative
7495,التذاكر مخلينها علا مخلينها بدون تذاكر ابرك,negative
7496,سالفة التذاكر كلها خايسه وسخيفه وايد الناس اجوفهم يضربون خط ويدخلون اكسبو ياخذون التذاكر ويطلعون ليش الفوضا والطوابير ويتريون ساعه ليش مسوين موقع عيل,negative
7497,نصهم خامين عشان يصورون تيكتوك صدقيني,negative
7498,ترا سخافه الي اكسبو شو يعني فيكم شايل تذكره شو هالارف وتمنون علا ناس عشان تبيعونهم صدق ليتهم محطينها اونلاين هالحركات شخص الحد يشل مو كلنا نبا نروح حفله ميحد,negative
7499,شو التنظيم لحفلة ميحد نتعنا بوظبي لدبي عشان التذاكر وعقب يقولون تعالو باجر الصبح فاضي اليمعه عشان ياخذ تذاكر ماتعودنا علا تنظيم ضعيف جي,negative
7500,خلصوا التذاكر لاسف,negative
7501,المفروض يغني ميحد حمد مسرح اليوبيل مب ساحه الوصل ساحة الوصل وايد المكان صغير والجمهور جدا كبير نتمنا تغير المكان,negative
7502,اصلا اني مازرته واني قريبه,negative
7503,ترا سبق لبق مافيه تذاكر,negative
7504,اكسبو شوي يعطوني كلام الحفلة عطوني اجابة وحده حفلة ميحد حمد يقولي كلام,negative
7505,الدخول لمحطة يتطلب تصريح ليش تكون متاحة لجميع,negative
7506,قدمت علا فيزا لدولة فرنسا اسبوعين حجزت والا يتم الرد ارجوا منكم التواصل معي,negative
7507,العالم يترقب اثار الحرب والعرب همهم بطونهم,negative
7508,زحمه طابور تعب,negative
7509,جيبولنا اقويرو وش نبي بهذا,negative
7510,التوقيت ابدا مب مناسب ليش تكون الحفلة الجمعة السبت ليش الخميس,negative
7511,سنحتفل معكم اليمن بضربات مسدة ولن يعصمكم امر اله ستظل الامارات دويلة امنه,negative
7512,اليمن فا مجاعة,negative
7513,ليش حفلة ماجد نص الاسبوع,negative
7514,يخوي احدف الصورة خراءيل,negative
7515,يناس عندكم دم ناس بتاكل قمامة وانتم عاملين معرض معرض منك ليه,negative
7516,خلص خاص شوي اعلان اعلان بدناش نيجي بدنا ءي يوتيوب تويتر انستقرام حلو عنا,negative
7517,انتم وادي والشعوب وادي خذلكم اله,negative
7518,المغربي ضعيف جدا هادشي تيبين بلي حنا باقين خدامين باك صاحبي ماشي بالكفاءة حاط صاحبو طوابق وكثرة الخشب علا والو السعودي دايرينو واعر بزاف,negative
7519,داليدا خليل بدها تغني بال قربت الاخوة جماعة,negative
7520,تكفون تجيبون شيء الصين لابد تايلند والا الفلبين خلوهم اشوي صادين مجرد اقتراح وانتم ابخص بالهنا والعافيه لحاضرين كثروا الهيل بالدلال والتمر الزين,negative
7521,واله مساكين عيال زايدمحتارين تسوقون لاكسبوا وتستقطبوا زوار الفشل الذريع والحضور التافه التسهيلات لموظفي وعواءلهم تذاكر بالمجان وحافلات ذهاب واياب الاكسبوا عندكم مهرجانات تشاركوا هيءة الترفيه السعودية مربح ترا علا ذكر المثل المصري دقي مزيكة,negative
7522,ارسل حلم الواقع المءلم,negative
7523,لاسف ملتزمين بالموعد الاهم المباني,negative
7524,دكان قراشي مب اكسبو,negative
7525,جد تعتقدون انكم حصينة,negative
7526,فنه اكبر جمهوره توقعت الضجة الامسيه كلها ميحد يستاهل بالختام شفت الزحمة الوصل حتا الشاشات الجانبية حطوها لحد كثر حطوها لحفلة ميحد عتب منظمين الحفلة تذاكر الحفلة ابدا المتوقع توقعتها تنظيم,negative
7527,المفروض اكسبو تجيبونه مره ثانيه بتنظيم افضل احسن كونسرت صارت لحين علا مسرح اكسبو,negative
7528,مقارنة بسيطة تنظيم معرض الكتاب اكسبو دبي تكشف مدا الفرق الكبير البلدين وتبين الفرق المسءولين همهم تقدم البلاد وازدهارها همهم علا جيوبهم معرض مسقط الدولي لكتاب,negative
7529,منظمي اكسبو خسهم يراعيو الناس الي عندها تيليفون قديم لاسف دايرين تطبيق ماقبلوش ليا نوت وتمشيت نيت,negative
